,exchange,fsym,tsym,start,end
808,BigONE,COCOS,USDT,1571356800,1580860800
809,BigONE,COCOS,ONE,1571356800,1580860800
810,BigONE,COCOS,BTC,1571356800,1580860800
811,BigONE,ETH,BTC,1530144000,1580860800
812,BigONE,ETH,USDT,1530144000,1580860800
813,BigONE,GXC,USDT,1571356800,1580860800
814,BigONE,GXC,BTC,1580774400,1580860800
815,BigONE,IRIS,USDT,1574208000,1580860800
816,BigONE,BIUT,USDT,1576627200,1580860800
817,BigONE,BIUT,ONE,1576627200,1580860800
818,BigONE,ZEC,BTC,1529884800,1580860800
819,BigONE,ZEC,USDT,1571356800,1580860800
820,BigONE,HOT,BTC,1571356800,1580601600
822,BigONE,BSV,BTC,1571356800,1580860800
823,BigONE,BSV,USDT,1571356800,1580860800
826,BigONE,PTI,EOS,1571356800,1580860800
827,BigONE,MIXI,BTC,1571356800,1580860800
828,BigONE,MIXI,EOS,1571356800,1580860800
829,BigONE,MIXI,ETH,1571356800,1580860800
830,BigONE,MIXI,USDT,1571356800,1580860800
831,BigONE,STORJ,BTC,1519257600,1551225600
832,BigONE,PEOS,EOS,1571356800,1580860800
834,BigONE,XRP,BTC,1542585600,1580860800
835,BigONE,XRP,USDT,1541548800,1580860800
837,BigONE,BTS,BTC,1528329600,1580860800
838,BigONE,OMG,ETH,1524700800,1553817600
839,BigONE,OMG,BTC,1529798400,1567382400
840,BigONE,ONT,USDT,1571356800,1580860800
841,BigONE,ONT,BTC,1571356800,1580860800
843,BigONE,SNT,BTC,1527638400,1553817600
844,BigONE,MCO,BTC,1529798400,1580860800
846,BigONE,GMAT,USDT,1571356800,1580860800
847,BigONE,WIN,USDT,1571356800,1580860800
848,BigONE,WIN,TRX,1571356800,1580860800
849,BigONE,WIN,BTC,1571356800,1580860800
852,BigONE,XTZ,USDT,1574208000,1580860800
853,BigONE,XTZ,BTC,1574208000,1580860800
854,BigONE,TERA,BTC,1571356800,1580860800
855,BigONE,TERA,USDT,1571356800,1580860800
857,BigONE,ATOM,BTC,1571356800,1580860800
858,BigONE,ATOM,USDT,1571356800,1580860800
859,BigONE,NEO,BTC,1526774400,1580860800
860,BigONE,NEO,USDT,1571356800,1580860800
861,BigONE,VSYS,USDT,1574208000,1580860800
862,BigONE,VSYS,BTC,1574208000,1580860800
863,BigONE,DAVP,BTC,1578268800,1580860800
864,BigONE,DAVP,USDT,1578268800,1580774400
866,BigONE,CKB,USDT,1574208000,1580860800
867,BigONE,GRIN,USDT,1571356800,1580860800
868,BigONE,GRIN,BTC,1571356800,1580860800
869,BigONE,HMC,BTC,1571356800,1580774400
871,BigONE,HOLO,USDT,1571356800,1580860800
872,BigONE,PAY,BTC,1522281600,1553817600
873,BigONE,XLM,BTC,1571356800,1580860800
874,BigONE,XLM,USDT,1571356800,1580860800
875,BigONE,BEAM,USDT,1571356800,1580860800
876,BigONE,BEAM,BTC,1571356800,1580860800
882,BigONE,LTC,BTC,1529539200,1580860800
883,BigONE,LTC,USDT,1571356800,1580860800
884,BigONE,CRO,BTC,1571356800,1580860800
885,BigONE,CRO,USDT,1571356800,1580860800
889,BigONE,IDT,ETH,1571356800,1580601600
890,BigONE,IDT,BTC,1571356800,1580169600
891,BigONE,IOST,BTC,1529798400,1580860800
892,BigONE,IOST,ETH,1529452800,1580860800
894,BigONE,BTM,USDT,1571356800,1580860800
895,BigONE,BTM,BTC,1529625600,1553817600
897,BigONE,TRX,USDT,1571356800,1580860800
898,BigONE,TRX,BTC,1571356800,1580860800
899,BigONE,SEOS,BTC,1574208000,1580860800
900,BigONE,SEOS,USDT,1574208000,1580860800
901,BigONE,ELF,BTC,1524960000,1553817600
904,BigONE,MGGT,BTC,1571356800,1580860800
905,BigONE,BCH,USDT,1530144000,1580860800
906,BigONE,BCH,BTC,1529884800,1580860800
907,BigONE,VET,BTC,1528502400,1580860800
908,BigONE,VET,ETH,1525478400,1533081600
909,BigONE,DGD,BTC,1529798400,1553817600
910,BigONE,DYNMT,BTC,1580774400,1580774400
911,BigONE,SC,BTC,1571356800,1580860800
912,BigONE,PAX,USDT,1571356800,1580860800
913,BigONE,EOS,USDT,1530144000,1580860800
914,BigONE,EOS,BTC,1530144000,1580860800
915,BigONE,EOS,ETH,1530057600,1580860800
917,BigONE,CRE,ETH,1571356800,1580860800
918,BigONE,KNC,BTC,1514246400,1551225600
919,BigONE,MGX,BTC,1574985600,1580774400
920,BigONE,SHOW,BTC,1571356800,1580860800
921,BigONE,ATN,BTC,1571356800,1580256000
922,BigONE,VTHO,BTC,1571356800,1580860800
923,BigONE,AIT,ETH,1571356800,1580860800
924,BigONE,AIT,BTC,1571356800,1580860800
925,BigONE,TCT,USDT,1574208000,1580688000
928,BigONE,DASH,USDT,1571356800,1580860800
929,BigONE,DASH,BTC,1571356800,1580860800
931,BigONE,MPAY,BTC,1580774400,1580860800
933,BigONE,SNGLS,BTC,1519257600,1542412800
934,BigONE,SNGLS,ETH,1519257600,1551225600
935,BigONE,ZRX,BTC,1518652800,1553817600
936,BigONE,PVT,USDT,1571356800,1580860800
938,BigONE,DILI,USDT,1574812800,1580860800
939,BigONE,DILI,BTC,1574812800,1580860800
940,BigONE,DILI,EOS,1574812800,1580860800
941,BigONE,BORA,USDT,1580774400,1580860800
944,BigONE,BAT,BTC,1519862400,1544745600
947,BigONE,SERO,USDT,1571356800,1580860800
949,BigONE,LEO,USDT,1571356800,1580860800
953,BigONE,PST,BTC,1571356800,1580860800
954,Binance,ETH,PAX,1571356800,1581206400
955,Binance,ETH,TUSD,1571356800,1581206400
956,Binance,ETH,EUR,1578268800,1581206400
957,Binance,ETH,RUB,1575331200,1581206400
958,Binance,ETH,USDT,1502928000,1581206400
959,Binance,ETH,USDC,1544832000,1581206400
960,Binance,ETH,TRY,1578009600,1581206400
961,Binance,ETH,BTC,1499990400,1581206400
962,Binance,ONGAS,BTC,1571356800,1581206400
963,Binance,ONGAS,BNB,1571356800,1581206400
964,Binance,ONGAS,USDT,1571356800,1581206400
965,Binance,TROY,USDT,1575590400,1581206400
966,Binance,TROY,BNB,1575590400,1581206400
967,Binance,TROY,BTC,1575590400,1581206400
968,Binance,STRAT,BTC,1571356800,1581206400
969,Binance,STRAT,ETH,1571356800,1581206400
970,Binance,FUN,BTC,1506556800,1581206400
971,Binance,FUN,USDT,1571356800,1581206400
972,Binance,FUN,ETH,1506556800,1581206400
976,Binance,NEBL,BTC,1571356800,1581206400
977,Binance,NEBL,ETH,1571356800,1581206400
978,Binance,NEBL,BNB,1571356800,1581206400
979,Binance,BCH,BTC,1501632000,1581206400
980,Binance,BCH,ETH,1510358400,1543881600
981,Binance,BCH,BNB,1574899200,1581206400
982,Binance,BCH,PAX,1571356800,1581206400
983,Binance,BCH,TUSD,1548115200,1581206400
984,Binance,BCH,USDT,1510358400,1581206400
985,Binance,BCH,USDC,1548115200,1581206400
986,Binance,ADA,ETH,1512000000,1581206400
987,Binance,ADA,BNB,1571356800,1581206400
988,Binance,ADA,PAX,1571356800,1581206400
989,Binance,ADA,USDT,1523923200,1581206400
990,Binance,ADA,BTC,1512000000,1581206400
991,Binance,ADA,TUSD,1545177600,1581206400
992,Binance,ADA,USDC,1571356800,1581206400
993,Binance,EUR,USDT,1578268800,1581206400
995,Binance,WAVES,USDC,1547769600,1581206400
996,Binance,WAVES,BTC,1513296000,1581206400
997,Binance,WAVES,TUSD,1547769600,1581206400
998,Binance,WAVES,USDT,1571356800,1581206400
999,Binance,WAVES,ETH,1515110400,1581206400
1000,Binance,WAVES,BNB,1571356800,1581206400
1001,Binance,TCT,BNB,1579651200,1581206400
1002,Binance,TCT,BTC,1579651200,1581206400
1003,Binance,TCT,USDT,1579651200,1581206400
1004,Binance,APPC,BTC,1571356800,1581206400
1005,Binance,APPC,ETH,1571356800,1581206400
1006,Binance,APPC,BNB,1571356800,1581206400
1007,Binance,AION,ETH,1571356800,1581206400
1008,Binance,AION,BTC,1571356800,1581206400
1009,Binance,AION,BNB,1571356800,1581206400
1010,Binance,EOS,BNB,1571356800,1581206400
1011,Binance,EOS,BTC,1507680000,1581206400
1012,Binance,EOS,ETH,1501113600,1581206400
1013,Binance,EOS,USDT,1527465600,1581206400
1014,Binance,EOS,USDC,1544832000,1581206400
1015,Binance,EOS,PAX,1571356800,1581206400
1016,Binance,EOS,TUSD,1544140800,1581206400
1017,Binance,STEEM,BTC,1571356800,1581206400
1018,Binance,STEEM,BNB,1571356800,1581206400
1019,Binance,STEEM,ETH,1571356800,1581206400
1020,Binance,XRP,ETH,1571356800,1581206400
1021,Binance,XRP,RUB,1575331200,1581206400
1022,Binance,XRP,BTC,1509580800,1581206400
1023,Binance,XRP,BNB,1571356800,1581206400
1024,Binance,XRP,TRY,1578009600,1581206400
1025,Binance,XRP,EUR,1578268800,1581206400
1026,Binance,XRP,USDT,1525392000,1581206400
1027,Binance,XRP,TUSD,1571356800,1581206400
1028,Binance,XRP,PAX,1571356800,1581206400
1029,Binance,XRP,USDC,1571356800,1581206400
1030,Binance,TOMO,USDT,1571356800,1581206400
1031,Binance,TOMO,BNB,1571356800,1581206400
1032,Binance,TOMO,BTC,1571356800,1581206400
1033,Binance,TOMO,USDC,1571356800,1581206400
1034,Binance,MIOTA,ETH,1571356800,1581206400
1035,Binance,MIOTA,BNB,1571356800,1581206400
1036,Binance,MIOTA,USDT,1571356800,1581206400
1037,Binance,MIOTA,BTC,1571356800,1581206400
1038,Binance,POLY,BTC,1571356800,1581206400
1039,Binance,POLY,BNB,1571356800,1581206400
1040,Binance,GTO,ETH,1571356800,1581206400
1042,Binance,GTO,BNB,1571356800,1581206400
1044,Binance,GTO,BTC,1571356800,1581206400
1046,Binance,GTO,USDT,1571356800,1581206400
1047,Binance,ZRX,BTC,1505260800,1581206400
1048,Binance,ZRX,USDT,1551312000,1581206400
1049,Binance,ZRX,ETH,1505260800,1581206400
1050,Binance,ZRX,BNB,1571356800,1581206400
1051,Binance,BUSD,TRY,1578009600,1581206400
1052,Binance,BUSD,USDT,1571356800,1581206400
1053,Binance,BUSD,NGN,1574121600,1581206400
1054,Binance,BUSD,RUB,1576454400,1581206400
1055,Binance,GXS,ETH,1571356800,1581206400
1056,Binance,GXS,BTC,1571356800,1581206400
1058,Binance,BCPT,ETH,1571356800,1581206400
1061,Binance,BCPT,BTC,1571356800,1581206400
1062,Binance,BCPT,BNB,1571356800,1581206400
1064,Binance,FUEL,BTC,1571356800,1581206400
1065,Binance,CDT,BTC,1571356800,1581206400
1066,Binance,CDT,ETH,1571356800,1581206400
1067,Binance,ETC,BNB,1571356800,1581206400
1068,Binance,ETC,ETH,1507766400,1581206400
1069,Binance,ETC,USDC,1571356800,1573776000
1070,Binance,ETC,TUSD,1571356800,1576800000
1071,Binance,ETC,PAX,1571356800,1572480000
1072,Binance,ETC,USDT,1528761600,1581206400
1073,Binance,ETC,BTC,1507766400,1581206400
1074,Binance,BTS,BNB,1571356800,1572566400
1075,Binance,BTS,USDT,1581033600,1581206400
1076,Binance,BTS,BTC,1511222400,1581206400
1077,Binance,BTS,ETH,1511222400,1581206400
1078,Binance,BEAM,BTC,1571356800,1581206400
1079,Binance,BEAM,BNB,1571356800,1581206400
1080,Binance,BEAM,USDT,1571356800,1581206400
1081,Binance,NXS,BNB,1571356800,1581206400
1082,Binance,NXS,ETH,1571356800,1581206400
1083,Binance,NXS,BTC,1571356800,1581206400
1084,Binance,USDC,TUSD,1546905600,1581206400
1085,Binance,USDC,USDT,1571356800,1581206400
1086,Binance,USDC,PAX,1571356800,1581206400
1089,Binance,WPR,BTC,1571356800,1581206400
1090,Binance,WPR,ETH,1571356800,1581206400
1091,Binance,MFT,ETH,1571356800,1581206400
1092,Binance,MFT,USDT,1571356800,1581206400
1093,Binance,MFT,BTC,1571356800,1581206400
1094,Binance,MFT,BNB,1571356800,1581206400
1095,Binance,OGN,BTC,1578528000,1581206400
1096,Binance,OGN,USDT,1578528000,1581206400
1097,Binance,OGN,BNB,1578528000,1581206400
1098,Binance,WABI,BNB,1571356800,1581206400
1099,Binance,WABI,BTC,1571356800,1581206400
1100,Binance,WABI,ETH,1571356800,1581206400
1101,Binance,LSK,ETH,1511308800,1581206400
1102,Binance,LSK,BTC,1511308800,1581206400
1103,Binance,LSK,BNB,1571356800,1581206400
1104,Binance,LSK,USDT,1581033600,1581206400
1105,Binance,KEY,BTC,1571356800,1581206400
1106,Binance,KEY,USDT,1571356800,1581206400
1107,Binance,KEY,ETH,1571356800,1581206400
1108,Binance,DNT,ETH,1571356800,1581206400
1109,Binance,DNT,BTC,1571356800,1581206400
1110,Binance,XZC,ETH,1571356800,1581206400
1111,Binance,XZC,BTC,1511308800,1581206400
1112,Binance,XZC,BNB,1571356800,1581206400
1113,Binance,XZC,XRP,1571356800,1581206400
1116,Binance,MTL,BTC,1571356800,1581206400
1117,Binance,MTL,USDT,1571356800,1581206400
1118,Binance,MTL,ETH,1571356800,1581206400
1119,Binance,BNB,USDC,1544832000,1581206400
1120,Binance,BNB,TUSD,1571356800,1581206400
1121,Binance,BNB,TRY,1578009600,1581206400
1122,Binance,BNB,USDT,1509926400,1581206400
1123,Binance,BNB,BTC,1499990400,1581206400
1124,Binance,BNB,EUR,1578268800,1581206400
1125,Binance,BNB,NGN,1573603200,1581206400
1126,Binance,BNB,ETH,1502236800,1581206400
1127,Binance,BNB,PAX,1571356800,1581206400
1128,Binance,BNB,RUB,1575331200,1581206400
1129,Binance,ONT,USDT,1571356800,1581206400
1130,Binance,ONT,ETH,1571356800,1581206400
1131,Binance,ONT,BNB,1571356800,1581206400
1132,Binance,ONT,PAX,1571356800,1581206400
1133,Binance,ONT,BTC,1571356800,1581206400
1134,Binance,ONT,USDC,1571356800,1578355200
1135,Binance,WIN,TRX,1571356800,1581206400
1136,Binance,WIN,BNB,1571356800,1581206400
1138,Binance,WIN,USDC,1571356800,1581206400
1139,Binance,WIN,USDT,1571356800,1581206400
1140,Binance,ATOM,PAX,1571356800,1572566400
1141,Binance,ATOM,USDT,1571356800,1581206400
1142,Binance,ATOM,TUSD,1571356800,1581206400
1143,Binance,ATOM,BNB,1571356800,1581206400
1144,Binance,ATOM,USDC,1571356800,1581206400
1145,Binance,ATOM,BTC,1571356800,1581206400
1148,Binance,AE,BTC,1571356800,1581206400
1149,Binance,AE,BNB,1571356800,1581206400
1150,Binance,AE,ETH,1571356800,1581206400
1151,Binance,BTG,BTC,1508803200,1581206400
1152,Binance,BTG,ETH,1508803200,1581033600
1154,Binance,ONE,USDC,1571356800,1581206400
1155,Binance,ONE,USDT,1571356800,1581206400
1156,Binance,ONE,BNB,1571356800,1581206400
1157,Binance,ONE,BTC,1571356800,1581206400
1159,Binance,VIB,BTC,1571356800,1581206400
1160,Binance,VIB,ETH,1571356800,1581206400
1161,Binance,IOTX,USDT,1574121600,1581206400
1162,Binance,IOTX,BTC,1571356800,1581206400
1163,Binance,IOTX,ETH,1571356800,1581206400
1166,Binance,BAT,USDC,1571356800,1581206400
1167,Binance,BAT,BNB,1571356800,1581206400
1168,Binance,BAT,ETH,1510531200,1581206400
1169,Binance,BAT,BTC,1510531200,1581206400
1170,Binance,BAT,TUSD,1571356800,1581206400
1171,Binance,BAT,USDT,1551657600,1581206400
1172,Binance,BAT,PAX,1571356800,1581206400
1173,Binance,MTH,BTC,1571356800,1581206400
1174,Binance,MTH,ETH,1571356800,1581206400
1175,Binance,BLZ,ETH,1571356800,1581206400
1176,Binance,BLZ,BTC,1571356800,1581206400
1177,Binance,BLZ,BNB,1571356800,1581206400
1180,Binance,REP,ETH,1525996800,1581206400
1181,Binance,REP,BNB,1571356800,1572566400
1182,Binance,REP,BTC,1525996800,1581206400
1184,Binance,NCASH,ETH,1571356800,1581206400
1185,Binance,NCASH,BTC,1571356800,1581206400
1186,Binance,ARK,ETH,1571356800,1581206400
1187,Binance,ARK,BTC,1571356800,1581206400
1188,Binance,ERD,BTC,1571356800,1581206400
1190,Binance,ERD,BNB,1571356800,1581206400
1191,Binance,ERD,USDT,1571356800,1581206400
1193,Binance,AST,BTC,1571356800,1581206400
1194,Binance,AST,ETH,1571356800,1581206400
1195,Binance,NAS,BNB,1571356800,1581206400
1196,Binance,NAS,BTC,1571356800,1581206400
1197,Binance,NAS,ETH,1571356800,1581206400
1198,Binance,LTC,TUSD,1548288000,1581206400
1199,Binance,LTC,BTC,1499990400,1581206400
1200,Binance,LTC,PAX,1571356800,1581206400
1201,Binance,LTC,BNB,1571356800,1581206400
1202,Binance,LTC,USDC,1548288000,1581206400
1203,Binance,LTC,ETH,1513123200,1581206400
1204,Binance,LTC,USDT,1513123200,1581206400
1205,Binance,AMB,BNB,1571356800,1581206400
1206,Binance,AMB,ETH,1571356800,1581206400
1207,Binance,AMB,BTC,1571356800,1581206400
1208,Binance,HC,BTC,1571356800,1581206400
1209,Binance,HC,USDT,1571356800,1581206400
1210,Binance,HC,ETH,1571356800,1581206400
1211,Binance,ALGO,BTC,1571356800,1581206400
1212,Binance,ALGO,BNB,1571356800,1581206400
1213,Binance,ALGO,USDT,1571356800,1581206400
1214,Binance,ALGO,TUSD,1571356800,1581206400
1215,Binance,ALGO,PAX,1571356800,1581206400
1216,Binance,ALGO,USDC,1571356800,1578355200
1217,Binance,ARPA,BNB,1573603200,1581206400
1218,Binance,ARPA,BTC,1573603200,1581206400
1219,Binance,ARPA,USDT,1573603200,1581206400
1220,Binance,SC,BNB,1571356800,1581206400
1221,Binance,SC,BTC,1571356800,1581206400
1222,Binance,SC,ETH,1571356800,1581206400
1223,Binance,USDS,USDC,1571356800,1578268800
1224,Binance,USDS,USDT,1571356800,1581206400
1225,Binance,USDS,PAX,1571356800,1576800000
1226,Binance,USDS,TUSD,1571356800,1576713600
1227,Binance,EDO,BTC,1571356800,1581206400
1228,Binance,EDO,ETH,1571356800,1581206400
1229,Binance,MATIC,BTC,1571356800,1581206400
1230,Binance,MATIC,USDT,1571356800,1581206400
1231,Binance,MATIC,BNB,1571356800,1581206400
1232,Binance,KMD,BTC,1571356800,1581206400
1233,Binance,KMD,ETH,1571356800,1581206400
1234,Binance,REN,USDT,1571356800,1581206400
1235,Binance,REN,BNB,1571356800,1581206400
1236,Binance,REN,BTC,1571356800,1581206400
1237,Binance,GRS,BTC,1571356800,1581206400
1238,Binance,GRS,ETH,1571356800,1581206400
1239,Binance,POWR,ETH,1571356800,1581206400
1240,Binance,POWR,BTC,1571356800,1581206400
1241,Binance,POWR,BNB,1571356800,1581206400
1242,Binance,ZEC,ETH,1510617600,1581206400
1243,Binance,ZEC,TUSD,1571356800,1581206400
1244,Binance,ZEC,BNB,1571356800,1581206400
1245,Binance,ZEC,USDT,1553126400,1581206400
1246,Binance,ZEC,PAX,1571356800,1581206400
1247,Binance,ZEC,BTC,1510617600,1581206400
1248,Binance,ZEC,USDC,1571356800,1581206400
1249,Binance,NEO,ETH,1506556800,1581206400
1250,Binance,NEO,USDT,1511136000,1581206400
1251,Binance,NEO,PAX,1571356800,1581206400
1252,Binance,NEO,USDC,1571356800,1581206400
1253,Binance,NEO,BNB,1571356800,1581206400
1254,Binance,NEO,TUSD,1545177600,1581206400
1255,Binance,NEO,BTC,1499990400,1581206400
1256,Binance,XTZ,BTC,1571356800,1581206400
1257,Binance,XTZ,USDT,1571356800,1581206400
1258,Binance,XTZ,BNB,1571356800,1581206400
1259,Binance,BAND,BNB,1571356800,1581206400
1260,Binance,BAND,BTC,1571356800,1581206400
1261,Binance,BAND,USDT,1571356800,1581206400
1262,Binance,MANA,BTC,1511481600,1581206400
1263,Binance,MANA,ETH,1511481600,1581206400
1264,Binance,DCR,BNB,1571356800,1581206400
1265,Binance,DCR,BTC,1540339200,1581206400
1266,Binance,ARDR,BTC,1571356800,1581206400
1267,Binance,ARDR,BNB,1571356800,1575417600
1268,Binance,ARDR,ETH,1571356800,1581206400
1269,Binance,CMT,ETH,1571356800,1581206400
1270,Binance,CMT,BNB,1571356800,1581206400
1271,Binance,CMT,BTC,1571356800,1581206400
1272,Binance,CONT,USDT,1571356800,1581206400
1273,Binance,CONT,BTC,1571356800,1581206400
1274,Binance,CONT,BNB,1571356800,1581206400
1275,Binance,ICX,BTC,1513555200,1581206400
1276,Binance,ICX,BNB,1571356800,1581206400
1277,Binance,ICX,USDT,1571356800,1581206400
1278,Binance,ICX,ETH,1571356800,1581206400
1279,Binance,GNT,BTC,1524787200,1581206400
1280,Binance,GNT,BNB,1571356800,1575417600
1281,Binance,GNT,ETH,1524787200,1581206400
1282,Binance,PERL,USDC,1571356800,1575417600
1283,Binance,PERL,BTC,1571356800,1581206400
1284,Binance,PERL,BNB,1571356800,1581206400
1285,Binance,PERL,USDT,1571356800,1581206400
1286,Binance,BTC,RUB,1575331200,1581206400
1287,Binance,BTC,TRY,1578009600,1581206400
1288,Binance,BTC,USDC,1544832000,1581206400
1289,Binance,BTC,NGN,1573603200,1581206400
1290,Binance,BTC,PAX,1543449600,1581206400
1291,Binance,BTC,TUSD,1571356800,1581206400
1292,Binance,BTC,EUR,1578268800,1581206400
1293,Binance,BTC,USDT,1502928000,1581206400
1296,Binance,LTO,USDT,1581033600,1581206400
1297,Binance,LTO,BTC,1581033600,1581206400
1298,Binance,LTO,BNB,1581033600,1581206400
1299,Binance,PHB,BTC,1571356800,1581206400
1302,Binance,PHB,TUSD,1571356800,1581206400
1303,Binance,PHB,BNB,1571356800,1581206400
1304,Binance,INS,BTC,1571356800,1581206400
1305,Binance,INS,ETH,1571356800,1581206400
1306,Binance,VIA,ETH,1571356800,1581206400
1307,Binance,VIA,BTC,1571356800,1581206400
1308,Binance,VIA,BNB,1571356800,1581206400
1310,Binance,TFUEL,BNB,1571356800,1581206400
1311,Binance,TFUEL,BTC,1571356800,1581206400
1314,Binance,TFUEL,USDT,1571356800,1581206400
1315,Binance,ADX,BTC,1571356800,1581206400
1316,Binance,ADX,BNB,1571356800,1575417600
1317,Binance,ADX,ETH,1571356800,1581206400
1318,Binance,NULS,USDT,1571356800,1581206400
1319,Binance,NULS,BTC,1571356800,1581206400
1320,Binance,NULS,ETH,1571356800,1581206400
1321,Binance,NULS,BNB,1571356800,1581206400
1322,Binance,GAS,BTC,1571356800,1581206400
1323,Binance,HBAR,BNB,1571356800,1581206400
1324,Binance,HBAR,BTC,1571356800,1581206400
1325,Binance,HBAR,USDT,1571356800,1581206400
1326,Binance,NANO,BTC,1522800000,1581206400
1327,Binance,NANO,ETH,1571356800,1581206400
1328,Binance,NANO,BNB,1571356800,1581206400
1329,Binance,NANO,USDT,1571356800,1581206400
1330,Binance,MCO,USDT,1574121600,1581206400
1331,Binance,MCO,BTC,1503532800,1581206400
1332,Binance,MCO,BNB,1571356800,1581033600
1333,Binance,MCO,ETH,1503446400,1581206400
1334,Binance,KNC,BTC,1506384000,1581206400
1335,Binance,KNC,ETH,1506384000,1581206400
1336,Binance,POA,BNB,1571356800,1575417600
1337,Binance,POA,BTC,1571356800,1581206400
1338,Binance,POA,ETH,1571356800,1581206400
1339,Binance,WAN,BTC,1571356800,1581206400
1340,Binance,WAN,USDT,1571356800,1581206400
1341,Binance,WAN,BNB,1571356800,1581206400
1342,Binance,WAN,ETH,1571356800,1581206400
1343,Binance,KAVA,USDT,1574121600,1581206400
1344,Binance,KAVA,BNB,1574121600,1581206400
1345,Binance,KAVA,BTC,1574121600,1581206400
1346,Binance,DOGE,BNB,1571356800,1581206400
1348,Binance,DOGE,BTC,1562284800,1581206400
1349,Binance,DOGE,USDT,1562284800,1581206400
1351,Binance,FET,BTC,1571356800,1581206400
1352,Binance,FET,BNB,1571356800,1581206400
1353,Binance,FET,USDT,1571356800,1581206400
1354,Binance,SNM,ETH,1571356800,1581206400
1355,Binance,SNM,BTC,1571356800,1581206400
1359,Binance,PAX,TUSD,1546905600,1581206400
1363,Binance,PAX,USDT,1571356800,1581206400
1366,Binance,ANKR,USDT,1571356800,1581206400
1367,Binance,ANKR,BTC,1571356800,1581206400
1368,Binance,ANKR,BNB,1571356800,1581206400
1370,Binance,WTC,BNB,1571356800,1581206400
1371,Binance,WTC,BTC,1571356800,1581206400
1372,Binance,WTC,ETH,1571356800,1581206400
1373,Binance,XEM,BNB,1571356800,1581206400
1374,Binance,XEM,ETH,1522800000,1581206400
1375,Binance,XEM,BTC,1522800000,1581206400
1377,Binance,NPXS,USDT,1571356800,1581206400
1378,Binance,NPXS,ETH,1571356800,1581206400
1379,Binance,NPXS,USDC,1571356800,1573776000
1380,Binance,ENJ,ETH,1509667200,1581206400
1381,Binance,ENJ,USDT,1571356800,1581206400
1382,Binance,ENJ,BTC,1509667200,1581206400
1383,Binance,ENJ,BNB,1571356800,1581206400
1384,Binance,FTXT,BNB,1578009600,1581206400
1385,Binance,FTXT,BTC,1578009600,1581206400
1386,Binance,FTXT,USDT,1578009600,1581206400
1387,Binance,THETA,BTC,1571356800,1581206400
1388,Binance,THETA,USDT,1571356800,1581206400
1389,Binance,THETA,BNB,1571356800,1581206400
1390,Binance,THETA,ETH,1571356800,1581206400
1391,Binance,TRX,BNB,1571356800,1581206400
1392,Binance,TRX,BTC,1509408000,1581206400
1393,Binance,TRX,ETH,1509408000,1581206400
1394,Binance,TRX,USDC,1548288000,1581206400
1395,Binance,TRX,PAX,1571356800,1581206400
1396,Binance,TRX,TUSD,1545177600,1581206400
1397,Binance,TRX,USDT,1528761600,1581206400
